Tm;Player;Age;PER;points;rebounds;assists;steals;blocks
GSW;Clifford Ray;30;87;17;8.9;1.2;1.4;
ATL;Tree Rollins;23;94;16.7;3.6;1.1;7.7;
SAS;Mark Olberding;22;56;12;13.1;1.2;0.5;
WSB;Kevin Grevey;25;98;6.3;11.1;1.1;0.4;
DET;Bob Lanier;30;96;14;11.4;1.2;2.1;
POR;T.R. Dunn;23;53;10.5;7.4;2.2;0.7;
HOU;Mike Newlin;30;89;5.1;20.2;1.3;0.3;
NOJ;Pete Maravich;31;39;3.2;20.4;1.5;0.5;
WSB;Charles Johnson;29;95;5.6;12.5;2.4;0.2;
NOJ;Truck Robinson;27;27;15.8;6.2;0.7;1.7;
MIL;Ernie Grunfeld;23;48;11.2;15.2;1.5;0.4;
LAL;Adrian Dantley;22;63;10.5;10.3;1.6;0.3;
MIL;Quinn Buckner;24;75;6.6;31.7;4;0.5;
CLE;Foots Walker;27;95;6.2;23.3;3.5;0.6;
PHO;Alvin Scott;23;91;11.5;8.5;2;1.9;
CHI;Ollie Johnson;29;100;7.2;13.1;1.5;1;
CHI;John Mengelt;29;75;3.8;16.1;1.3;0.1;
GSW;Purvis Short;21;84;10.9;8.1;1.5;0.4;
LAL;Lou Hudson;34;96;4.5;10.8;1.6;0.5;
SDC;Kevin Kunnert;27;57;18;8.3;1.2;3.5;
BOS;Tiny Archibald;30;63;3.4;26.3;1.5;0.2;
WSB;Larry Wright;24;72;4.3;22.5;1.9;0.4;
CLE;Bingo Smith;32;10;6.8;10.7;1.2;0.2;
SAS;Mike Green;27;15;11.3;8.3;1;3.7;
KCK;Darnell Hillman;29;20;14.5;6.9;1.4;2.3;
WSB;Mitch Kupchak;24;69;13.6;7.5;0.6;0.7;
NYK;Glen Gondrezick;23;45;14.3;8;2.8;0.6;
MIL;Kevin Restani;27;4;13.3;9.3;0.8;0.9;
PHI;Doug Collins;27;95;4;17.6;1.5;0.7;
NYK;Bob McAdoo;27;67;12.8;12.2;1.8;1.6;
LAL;Ron Boone;32;15;5;12.1;1.9;0.4;
CLE;Mike Mitchell;23;91;11.4;5.7;1.5;1;
POR;Dave Twardzik;28;95;4.2;14.6;2.5;0.1;
WSB;Greg Ballard;24;40;14.7;9.4;1.7;1;
LAL;Don Ford;26;22;9.5;8;1.5;0.8;
BOS;Jeff Judkins;22;24;7;13.6;2.4;0.4;
NJN;Tim Bassett;27;91;14.6;8.2;1.3;1;
POR;Larry Steele;29;35;6.4;12.6;2.3;0.4;
SAS;Coby Dietrick;30;95;11.1;15.7;2.1;1.3;
HOU;Mike Dunleavy;24;5;4.7;27.4;1.7;0.2;
DEN;Robert Smith;23;5;5.2;18.3;1.8;0.5;
NOJ;James Hardy;22;5;10.4;5.9;1.6;2.1;
BOS;Jo Jo White;32;93;4.9;20.4;1.7;0.1;
POR;Bob Gross;25;62;9.6;17;2.3;1.8;
NJN;Eric Money;23;62;4.6;26.7;2.3;0.4;
NOJ;Aaron James;26;77;8.6;8.2;0.9;0.7;
PHO;Joel Kramer;23;100;13.4;7.8;1.4;0.9;
NOJ;Paul Griffin;25;81;13.7;12.1;1.7;1.3;
NYK;Earl Monroe;34;26;2.9;19.6;1.6;0.2;
ATL;Tom McMillen;26;36;12.9;6.9;0.5;1.3;
MIL;Lloyd Walton;25;10;4.2;29.7;2.3;0.3;
ATL;Jack Givens;22;33;8.6;8.7;2.5;0.7;
NOJ;Spencer Haywood;29;28;11.9;8.4;1;1.9;
DET;Ben Poquette;23;76;13.1;5.4;1.3;3.8;
IND;Corky Calhoun;28;82;9.2;9.9;1.3;0.7;
SAS;Allan Bristow;27;32;9.8;20.3;1.8;0.6;
KCK;Bob Nash;28;38;8.6;7;1;0.6;
CLE;Jim Brewer;27;40;15.6;7;1.7;2.4;
GSW;Nate Williams;28;76;8.6;6.7;2;0.2;
PHO;Mike Bratz;23;13;6;17.6;2.2;0.3;
PHI;Steve Mix;31;82;12;13.7;2;0.7;
CHI;John Brown;27;86;10.3;10.8;0.7;0.4;
IND;Len Elmore;26;40;16.4;7.4;2.2;3.3;
PHO;Bayard Forrest;24;95;14.1;15.3;1;1.5;
KCK;Billy McKinney;23;25;3.7;27;2.1;0.1;
DEN;Anthony Roberts;23;22;10.9;12;0.7;0.1;
BOS;Curtis Rowe;29;60;11;7.3;0.6;0.6;
GSW;Tom Abernethy;24;20;9.5;8.4;1.5;0.6;
LAL;Dave Robisch;29;3;12.7;9.4;0.7;1;
NYK;Micheal Ray Richardson;23;92;10.3;22.9;3.8;0.8;
HOU;Dwight Jones;26;80;14.7;5.9;1.3;1.1;
PHO;Gar Heard;30;68;16.1;5.9;1.9;2.4;
LAL;Jim Price;29;32;5.5;21.9;2.5;0.5;
DET;Earl Tatum;25;31;5.3;8.5;2.9;1.4;
SDC;Freeman Williams;22;6;4.4;10.5;1.6;0.1;
NJN;Winford Boynes;21;46;6.9;9.7;1.6;0.3;
NYK;Mike Glenn;23;80;3.8;16.5;1.4;0.3;
MIL;George Johnson;22;64;17.2;8.3;2.9;2.2;
LAL;Kenny Carr;23;42;13.8;6.8;1.5;1.4;
NJN;Wilson Washington;23;84;13.6;6;1.2;3.2;
BOS;Billy Knight;26;38;8.6;8.4;1.2;0.1;
CLE;Terry Furlow;24;54;4.7;14.2;1.7;0.8;
DEN;Kim Hughes;26;28;16.1;8.5;2.3;4.9;
BOS;Don Chaney;32;50;7.3;9.5;3;0.5;
NJN;Phil Jackson;33;99;8.7;10.7;1.8;1.1;
PHI;Joe Bryant;24;64;12.7;13.6;2.1;0.4;
NYK;Joe Meriweather;25;55;11.5;5.9;1;2.7;
CLE;Kenny Higgs;24;50;5.3;17.2;2.9;0.6;
HOU;Slick Watts;27;16;5.4;27.2;3.2;0.7;
CLE;John Lambert;26;75;15.4;5.5;1.1;1.5;
NYK;Spencer Haywood;29;67;10.8;8;0.4;1.5;
ATL;Butch Lee;22;60;3.2;23;2.6;0.1;
IND;Billy Knight;26;59;9.2;13;1.5;0.3;
SEA;Wally Walker;24;51;9.6;10;0.6;1.4;
PHO;Ron Lee;26;56;6.6;17.6;3.2;0.2;
KCK;Tom Burleson;26;36;16.5;6.9;1.3;3.5;
BOS;Rick Robey;23;43;15.7;12.4;1.1;0.2;
GSW;Jo Jo White;32;47;4.4;20.1;1.4;0.2;
ATL;Charlie Criss;30;15;3.7;20.7;2.2;0.2;
IND;Rick Robey;23;24;15.4;8.4;1.3;0.7;
NOJ;Tommie Green;22;75;4.1;22.2;3.3;0.4;
BOS;Marvin Barnes;26;78;12.3;9.1;2.2;2.5;
GSW;Wayne Cooper;22;53;18.9;3.5;0.4;3;
POR;Clemon Johnson;22;87;15.8;12.8;1.3;2.5;
CLE;Butch Lee;22;56;4.7;22.5;1.8;0;
GSW;Raymond Townsend;23;7;3.8;15.7;1.6;0.4;
SAS;Louie Dampier;34;75;4.4;19.7;2;0.5;
PHO;Truck Robinson;27;30;16.5;6.9;1;0.8;
KCK;Marlon Redmond;23;77;8;10.6;1.7;1.2;
PHO;Marty Byrnes;22;56;7.3;10.1;0.9;0.1;
NYK;John Rudd;23;81;12.4;5.7;1.1;0.6;
CHI;Charles Dudley;28;19;6.9;20.9;2.2;0.1;
NJN;Harvey Catchings;27;35;16.3;6;1;4.6;
IND;Wayne Radford;22;18;5.4;11.3;2.1;0.1;
NOJ;Joe Meriweather;25;71;14.1;6.4;1.2;3.1;
BOS;Bob McAdoo;27;91;12.3;9.9;0.8;1.6;
ATL;Rick Wilson;22;9;7;16.4;2.4;0.8;
DET;Andre Wakefield;24;36;6.8;14.4;1.5;0.2;
ATL;Terry Furlow;24;60;6.7;20.5;1.5;1.3;
SEA;Tom LaGarde;23;8;17.4;7.8;0.5;1.6;
NOJ;Ira Terrell;24;70;9.3;5.8;1.2;1.9;
IND;Kevin Stacom;27;56;5.5;17.4;1.1;0.1;
MIL;Norm Van Lier;31;18;4;30.7;3.5;0.3;
PHI;Eric Money;23;77;3.5;21.9;1.1;0.2;
SEA;Dick Snyder;34;36;4.7;16;1.2;0.6;
WSB;Dave Corzine;22;63;14;10.9;0.8;1.3;
NOJ;Marty Byrnes;22;58;8.7;10.9;1;0.7;
NJN;Ralph Simpson;29;4;6.1;18.1;1;0.4;
SEA;Dennis Awtrey;30;51;11;11.8;1.2;0.7;
CHI;Scott Lloyd;26;93;10.9;8.7;0.9;0.9;
PHO;Ted McClain;32;90;8.2;15.4;1.8;0;
SEA;Joe Hassett;23;54;5.1;13.5;1.4;0.5;
KCK;Gus Gerard;25;96;11.5;6;1.8;1.6;
PHI;Ralph Simpson;29;29;4;18;2.5;0.1;
DET;Rickey Green;24;68;4.8;18.7;2.6;0.1;
KCK;Lucius Allen;31;47;6.1;13.6;2.3;0.8;
SDC;Bob Bigelow;25;38;5.9;7.1;1.3;0.2;
CHI;Scott May;24;84;8.7;13.2;2.5;0.1;
NOJ;Ron Lee;26;68;6.8;23.5;4.2;0.2;
CLE;Harry Davis;23;19;9.2;5.5;1.5;1.1;
WSB;Phil Chenier;28;26;2.6;10.2;0.5;0.6;
GSW;Wesley Cox;24;36;9.4;4;1.7;0.8;
NJN;Al Skinner;26;5;6.6;20.6;2.9;0.3;
LAL;Ron Carter;22;41;7.4;9.4;2.3;1.1;
CLE;Elmore Smith;29;27;17.5;5.6;1;2.7;
NYK;Tom Barker;23;45;13.6;3.4;0.8;1.1;
SDC;Connie Norman;25;43;5.3;10.3;1.4;0.5;
DET;Jim Brewer;27;65;17.6;4.9;1.9;1.7;
PHI;Al Skinner;26;91;7.4;16.4;2.6;0.2;
PHI;Harvey Catchings;27;60;17.6;7.7;1.2;6.3;
NJN;Bob Elliott;23;6;10.4;10.7;0.9;0.8;
CLE;Walt Frazier;33;24;3.9;16.2;2.2;0.4;
POR;Jim McMillian;30;20;7.8;15.3;1.7;0.6;
BOS;Earl Williams;27;15;21.4;6.3;2;1.7;
DEN;Bo Ellis;24;93;12;5;1.7;2.5;
IND;Steve Green;25;59;10.1;10.6;1.9;0.6;
SAS;Frankie Sanders;22;8;11.8;16.6;2.3;0.6;
BOS;Kevin Stacom;27;94;5.1;19.3;2.6;0;
CHI;Tate Armstrong;23;31;4.2;15.5;1.8;0;
BOS;Dennis Awtrey;30;16;10.6;9.8;0.5;1.3;
HOU;Alonzo Bradley;25;7;10.2;8.8;0.9;0.2;
IND;Brad Davis;23;74;3.5;22.8;2.7;0.5;
POR;Kim Anderson;23;84;11.2;8.5;0.8;1.3;
SAS;Glenn Mosley;23;28;15.2;10.1;1.6;2.3;
BOS;Frankie Sanders;22;90;13.1;12.3;1.5;0.7;
DEN;John Kuester;23;1;3.2;21.4;3.8;0.2;
SDC;Brian Taylor;27;45;6.5;11.8;5.1;0;
SEA;Lars Hansen;24;43;15.1;9.2;0.2;0.3;
CHI;Steve Sheppard;24;51;7.5;9.7;1.1;0;
SDC;John Olive;23;77;5.3;1.8;1;0;
KCK;Richard Washington;23;12;16.2;5.1;1.9;1;
POR;Ira Terrell;24;9;12.8;13.2;2;2.1;
DET;Essie Hollis;23;88;15.2;5.2;3.2;0.3;
WSB;Roger Phegley;22;78;7.3;12.5;1.5;0.6;
SDC;Jerome Whitehead;22;39;17.5;5.5;0.9;1.3;
POR;Willie Smith;25;20;5.5;18;3.5;0.4;
BOS;Tom Barker;23;89;12.7;6.2;1.4;1.6;
DEN;Phil Hicks;26;88;11.4;8.3;1.8;0;
KCK;Ron Behagen;28;43;13.4;5.2;0.7;0.4;
MIL;Sam Smith;24;8;4;15.4;2.9;3;
HOU;Jacky Dorsey;24;70;11.6;2.6;0.4;1;
DET;Chris Ford;30;11;8.7;5.7;0.4;0.5;
SEA;Jackie Robinson;23;81;9.5;17.5;2.2;0.5;
NYK;Greg Bunch;22;1;9.4;4.9;1.4;1.6;
DET;Otis Howard;22;46;19.4;6;1;1.1;
DEN;Geoff Crompton;23;56;13.6;7.3;0;1.8;
NYK;Butch Beard;31;78;6.3;27.9;3.8;0;
ATL;Keith Herron;22;67;6.7;5.2;3.5;1.4;
DET;Steve Sheppard;24;28;13;6.8;1.8;0.7;
GSW;Tony Robertson;23;8;7.3;7.6;5.1;0;
GSW;Ray Epps;22;45;3.7;3.6;0.7;0;
LAL;Brad Davis;23;67;0.8;16.4;1.4;0;
POR;Lloyd Neal;28;15;10.4;2.6;0;1.2;
DET;Larry McNeill;28;82;11.3;8.8;0;0;
DET;Dennis Boyd;24;45;2.6;20.3;0;0;
HOU;E.C. Coleman;28;58;9.8;3.2;2.4;0;
NYK;Ron Behagen;28;68;15.6;6.6;2.4;0;
BOS;Earl Tatum;25;59;5.8;3.8;0;1.4;
SDC;Stan Pietkiewicz;22;36;10;10.3;1.4;0;
SDC;Scott Lloyd;26;100;5.1;0;1.5;0;
DET;Robert Hawkins;24;46;11.1;19.8;8;0;
PHI;Marlon Redmond;23;64;2.3;5;0;0;
MIL;Otis Howard;22;60;17.6;6;0;0;
HOU;Tom Barker;23;53;20.4;0;0;0;
NOJ;Gus Bailey;27;31;10.9;33.2;0;0;
CHI;Andre Wakefield;24;23;0;14.2;0;0;
LAL;Michael Cooper;22;58;0;0;6.5;0;
DET;Gus Gerard;25;55;8.7;0;14.9;0;
MIL;Del Beshore;22;49;0;0;0;0;
DET;Ron Behagen;28;14;0;0;0;0;
LAL;Norm Nixon;24;34;3.9;25.3;2.1;0.2;
WSB;Elvin Hayes;34;44;14.1;6.1;0.9;3.1;
NYK;Bill Cartwright;22;13;12.6;7;0.7;1.7;
LAL;Kareem Abdul-Jabbar;32;41;15.4;16.5;1.2;4.6;
HOU;Moses Malone;24;94;20.9;7.1;1.2;1.9;
LAL;Jamaal Wilkes;26;18;9.2;10.8;1.9;0.5;
NYK;Micheal Ray Richardson;24;89;9.6;34.1;3.9;0.6;
CHI;Reggie Theus;22;66;6.1;25.9;1.8;0.4;
WSB;Wes Unseld;33;17;18.5;15.6;1;1.1;
SEA;Gus Williams;26;9;4.9;20.7;3.2;0.7;
BOS;Larry Bird;23;68;16;18.5;2.3;1;
NYK;Toby Knight;24;49;9.1;6.9;1.8;1.6;
DEN;Dan Issel;31;86;12.7;10.7;1.4;1;
SEA;Dennis Johnson;25;63;7.4;16.1;2.3;1.5;
SAS;George Gervin;27;8;7.3;11;1.6;1.4;
IND;Johnny Davis;24;12;4;20.3;1.7;0.4;
KCK;Otis Birdsong;24;58;6.1;11.1;2.2;0.4;
BOS;Tiny Archibald;31;29;3.8;30.2;1.7;0.2;
SDC;Swen Nater;30;29;23;11.1;0.7;0.7;
GSW;Sonny Parker;24;6;9;12.4;2.9;0.7;
POR;Ron Brewer;24;15;4.2;11.5;1.7;1;
PHI;Julius Erving;29;66;10.9;21.4;2.8;2.7;
CLE;Mike Mitchell;24;76;11.1;4.9;1.1;1.5;
SAS;Larry Kenon;27;61;14.8;11.1;1.7;0.3;
LAL;Magic Johnson;20;4;11.6;25.2;3.1;0.8;
SEA;Jack Sikma;24;99;17.1;13.7;1.1;1.5;
CHI;Dave Greenwood;22;81;15.6;9.8;1;2.6;
PHI;Caldwell Jones;29;15;18.2;7.4;0.7;3.2;
GSW;John Lucas;26;84;4.4;29.2;2.4;0.1;
SDC;Brian Taylor;28;72;3.7;16.4;2.5;0.5;
BOS;Cedric Maxwell;24;82;14.3;9.8;1.3;1.3;
PHO;Truck Robinson;28;38;15.6;7.5;1;1.2;
MIL;Marques Johnson;23;75;11.4;15.1;1.7;1.4;
CLE;Randy Smith;31;76;5;18.5;2.1;0.1;
HOU;Calvin Murphy;31;32;3.1;16.7;2.5;0.2;
UTA;Adrian Dantley;23;66;11.3;12.3;1.8;0.3;
CHI;Ricky Sobers;27;84;5.1;23.8;2.4;0.4;
CLE;Dave Robisch;30;91;13;9.3;0.9;1.1;
DET;Terry Tyler;23;34;12.3;6.4;1.8;4.3;
PHO;Paul Westphal;29;86;3.9;24.2;2;0.7;
NJN;Eddie Jordan;25;80;5.3;29.6;3.8;0.6;
POR;Kermit Washington;28;88;17.4;8.9;1.3;2.9;
IND;Mickey Johnson;27;79;13.3;18.7;2.7;2.3;
PHI;Maurice Cheeks;23;98;5.5;28.2;3.3;0.7;
MIL;Brian Winters;27;96;4.6;19;1.8;0.6;
ATL;Eddie Johnson;24;9;4.1;23.5;2.2;0.5;
KCK;Phil Ford;23;14;3.5;32.4;2.4;0.1;
ATL;Dan Roundfield;26;99;17.3;11.3;1.9;3.2;
SDC;World B. Free;26;65;5;18;1.5;0.7;
NYK;Ray Williams;25;9;8.7;28.5;2.9;0.5;
PHI;Darryl Dawkins;23;88;14.5;8.5;0.9;3;
SEA;John Johnson;32;59;8.8;22.4;1.4;0.8;
NJN;Mike Newlin;31;91;5.4;19.9;2.1;0.1;
PHO;Don Buse;29;70;5.1;16;2.4;0.2;
WSB;Greg Ballard;25;38;13.1;9.7;1.7;0.8;
CLE;Foots Walker;28;38;6.3;29.5;2.9;0.3;
KCK;Sam Lacey;31;17;14.3;24.5;2.1;2.6;
NJN;Jan Van Breda Kolff;28;96;9.3;13.1;1.9;1.7;
LAL;Jim Chones;30;55;12.8;7.6;1.1;1.4;
DEN;Bob Wilkerson;25;71;6.9;14.7;1.8;0.6;
DET;John Long;23;61;7.5;13;2.4;0.6;
UTA;Ben Poquette;24;8;13.9;7.7;0.9;3.9;
KCK;Scott Wedman;27;7;8.8;9.3;1.7;1.1;
POR;Tom Owens;30;82;13.5;13;0.9;1.3;
IND;Mike Bantom;28;96;10.1;15.9;1.7;1.1;
SDC;Joe Bryant;25;17;12;8.1;2.1;0.9;
MIL;Junior Bridgeman;26;12;7.1;15.2;1.9;0.5;
IND;James Edwards;24;1;12.9;8;1.1;2.4;
PHO;Walter Davis;25;10;6.5;23.6;2.3;0.5;
ATL;John Drew;25;44;11;7.4;1.9;0.6;
UTA;Allan Bristow;28;61;13;21.4;1.9;0.1;
HOU;Robert Reid;24;55;10.6;14.7;2.7;1.4;
SAS;James Silas;30;63;3.9;20.1;1.2;0.3;
UTA;Ron Boone;33;61;5.5;19.3;2;0.1;
DEN;John Roche;30;85;2.6;24.7;1.7;0.3;
SEA;Lonnie Shelton;24;57;13.6;9.1;1.9;1.9;
MIL;Dave Meyers;26;24;11;13.6;1.5;1;
PHO;Alvan Adams;25;60;15.4;21.6;2.3;1.4;
BOS;Dave Cowens;31;37;13.8;13.4;1.5;1.6;
SDC;Sidney Wicks;30;84;10.3;12.5;1.7;1.3;
PHI;Bobby Jones;28;99;11.2;9.8;2.2;3;
HOU;Allen Leavell;22;20;4.8;26.3;2.8;0.7;
ATL;Tree Rollins;24;28;19.6;5.2;1.2;6.8;
NJN;George Johnson;31;56;14.7;10.8;1.1;6.7;
GSW;Robert Parish;26;49;20.4;8.9;1.3;3.2;
SDC;Freeman Williams;23;27;4.9;13.3;1.6;0.2;
BOS;Chris Ford;31;54;4.8;13.5;2.5;0.7;
SAS;Mark Olberding;23;28;10.6;18.5;1.4;0.5;
DET;Bob McAdoo;28;87;11.7;13.9;1.6;1.6;
ATL;Armond Hill;26;4;3.5;27.4;2.5;0.2;
KCK;Reggie King;22;24;14.8;6.6;1.6;0.9;
GSW;Jo Jo White;33;85;4.9;16.1;2;0.4;
NJN;Calvin Natt;23;39;13;8.2;1.7;0.6;
PHI;Henry Bibby;30;32;5.4;19.8;1.4;0.2;
IND;Dudley Bradley;22;3;5.7;15.9;4.8;1.3;
BOS;M.L. Carr;29;22;9.2;10.7;2.8;1;
SDC;Bingo Smith;33;17;6.7;6.5;1.4;0.4;
LAL;Michael Cooper;23;84;6.3;13.5;2;1;
SAS;Kevin Restani;28;58;10.5;12.2;1.2;0.3;
DEN;George Johnson;23;38;15.7;11.4;2;1.9;
BOS;Rick Robey;24;60;15.4;6.7;1.3;0.4;
KCK;Bill Robinzine;27;72;14.7;4.5;2.6;0.7;
IND;Billy Knight;27;89;9.8;11.4;2;0.3;
NYK;Larry Demic;22;98;14.1;4.1;1.3;0.9;
DEN;Charlie Scott;31;50;4.6;18.6;1.2;0.7;
ATL;Steve Hawes;29;25;14.4;11.8;1.9;0.9;
POR;T.R. Dunn;24;44;9.7;10.9;2.7;1;
HOU;Rudy Tomjanovich;31;28;10.8;8.5;0.8;0.3;
CHI;Coby Dietrick;31;48;11.1;16.4;2.3;1.6;
WSB;Kevin Grevey;26;49;5.2;13.6;1.4;0.5;
HOU;Rick Barry;35;36;7.2;20.4;2.1;0.9;
SAS;Paul Griffin;26;94;12.9;15.7;2;1.5;
ATL;Charlie Criss;31;31;3.5;20;2;0.1;
UTA;Duck Williams;23;91;3.5;14.1;2.7;0.3;
DET;Leon Douglas;25;97;14.8;8.5;0.8;1.8;
CLE;Kenny Carr;24;3;16.9;5.7;1.6;1.5;
GSW;Wayne Cooper;23;46;15.7;3.5;0.5;2.6;
UTA;Terry Furlow;25;75;5.2;20;1.5;0.5;
SEA;Fred Brown;31;16;4.8;15.5;1.8;0.6;
MIL;Quinn Buckner;25;79;7.6;30.2;3.7;0.1;
GSW;Clifford Ray;31;72;15.3;14.2;1.4;1.1;
NJN;Cliff Robinson;19;26;15.8;9.3;1.7;1.1;
GSW;Purvis Short;22;84;10.6;12.4;1.8;0.3;
UTA;James Hardy;23;84;14.6;8.8;1.4;3.1;
CLE;Austin Carr;31;39;5.5;13.2;1.1;0.1;
SEA;Paul Silas;36;43;14.4;5;0.7;0.2;
POR;Dave Twardzik;29;90;5.4;22.9;2.4;0;
PHO;Mike Bratz;24;82;5.8;19.1;2.7;0.3;
POR;Bob Gross;26;7;8.7;20;1.8;1.7;
CHI;Artis Gilmore;30;42;15.5;13;0.9;2.1;
NYK;Joe Meriweather;26;77;12.2;5.3;1.1;4.2;
MIL;Sidney Moncrief;22;75;11.8;10.7;2.2;0.6;
UTA;Tom Boswell;26;94;12.3;10.9;0.8;1.1;
GSW;Phil Smith;27;65;5.2;17.8;1.9;0.6;
HOU;Tom Henderson;28;31;4;22;1.7;0.1;
HOU;Major Jones;26;5;13.6;5.6;1.5;2.4;
LAL;Spencer Haywood;30;56;12.2;7.6;1;1.9;
PHI;Steve Mix;32;51;10;14.8;2;0.3;
IND;Clemon Johnson;23;89;13.2;9.5;1.4;4.3;
WSB;Jim Cleamons;30;80;4.3;20.7;1.3;0.3;
CHI;Ollie Johnson;30;81;6;15.6;1.8;0.9;
IND;Alex English;26;65;12.9;13.5;1.4;1.2;
WSB;Kevin Porter;29;13;2.8;40;1.8;0.4;
SAS;Mike Gale;29;79;5.5;24.6;3.7;0.5;
DET;Eric Money;24;66;3.5;21.8;1.6;0.4;
NJN;Rich Kelley;26;59;14;11.7;1.5;3;
WSB;Bob Dandridge;32;37;8.5;18.2;0.9;1.3;
CLE;Bill Willoughby;22;5;12;6.2;1;2.3;
DEN;George McGinnis;29;60;16.9;22.7;2.2;0.6;
PHO;Gar Heard;31;3;14.9;8.8;2.7;1.9;
KCK;Ernie Grunfeld;24;54;8.9;10.1;1.9;0.4;
DET;Bob Lanier;31;97;14.1;12.7;1.2;2.3;
MIL;Kent Benson;25;69;13;11.8;1.8;2.9;
MIL;Harvey Catchings;28;17;16.3;7;0.8;6.5;
KCK;Billy McKinney;24;20;3.5;24.8;2;0.2;
DET;Terry Duerod;23;82;3.9;12.4;1.4;0.4;
CLE;Campy Russell;28;1;8.9;17.5;2.5;0.8;
CLE;John Lambert;27;13;14;5.1;1.6;1.7;
PHO;Alvin Scott;24;51;9.6;9.3;1.7;2.2;
CHI;Scott May;25;87;9.4;12.5;1.6;0.2;
POR;Abdul Jeelani;25;4;11.5;11.6;1.5;1.8;
WSB;Larry Wright;25;7;4.8;23.9;1.8;0.7;
POR;Jim Paxson;22;96;4.7;15.9;1.8;0.2;
ATL;Jack Givens;23;57;10.4;6.9;2;0.9;
SAS;Mike Evans;24;66;4.6;22.8;2.1;0.4;
MIL;Lloyd Walton;26;90;4;27.2;1.6;0.1;
DEN;David Thompson;25;62;7.3;15.6;1.5;1.6;
DET;Greg Kelser;22;30;11.8;12.6;2.2;1.4;
GSW;Tom Abernethy;25;19;8.6;9.3;1.4;0.6;
SAS;Billy Paultz;31;46;14.2;11.9;1.7;1.9;
DEN;Kim Hughes;27;71;14;7.8;2.5;3.4;
DET;Phil Hubbard;23;97;14.1;7.9;1.8;0.4;
POR;Maurice Lucas;27;67;15.2;16.2;1;1.7;
CHI;Dwight Jones;27;42;14.2;11.5;1;1.8;
SEA;Tom LaGarde;24;5;14.1;10.1;0.8;1.6;
GSW;Raymond Townsend;24;80;4.2;13.5;2.5;0.2;
NYK;Hollis Copeland;24;12;7.4;8.7;2.4;1.2;
CHI;Mark Landsberger;24;75;22.3;4.1;1;0.8;
IND;Joe Hassett;24;42;4.3;12.6;1.9;0.4;
SDC;Nick Weatherspoon;29;21;10;6.4;1.4;0.8;
PHO;Johnny High;22;61;8.5;13.7;2.9;0.7;
DET;Roy Hamilton;22;15;5;21;1.9;0.2;
DEN;Gary Garland;22;90;6.5;17.9;2.3;0.2;
NJN;Winford Boynes;22;82;6.3;12.8;2.4;0.9;
MIL;Richard Washington;24;91;13.7;6.7;1.1;2.4;
ATL;Tom McMillen;27;73;11;9;1.6;0.8;
BOS;Gerald Henderson;24;96;4.4;19;2;0.8;
CLE;Willie Smith;26;20;6.1;29.3;3.2;0.1;
HOU;Mike Dunleavy;25;99;5.3;26.7;1.8;0.2;
DEN;Glen Gondrezick;24;8;13.2;10.9;3.1;0.8;
POR;Jim Brewer;28;28;13.9;9.6;2;2.5;
DET;Jim McElroy;26;14;2.6;21;1.1;0.7;
PHI;Clint Richardson;23;45;6.6;14.9;1.1;0.8;
HOU;Billy Paultz;31;79;14.9;9.4;1.1;2.2;
WSB;Roger Phegley;23;41;5.9;10.8;0.9;0.2;
PHI;Doug Collins;28;10;5.2;15.1;1.5;0.4;
NYK;Geoff Huston;22;47;3.4;20;1.9;0.3;
KCK;Len Elmore;27;41;15;8.8;2.1;2.5;
PHO;Jeff Cook;23;76;14.6;12.2;1.4;1.1;
MIL;Pat Cummings;23;53;14.4;8.2;1.1;1;
DEN;Alex English;26;24;13.4;14.7;1.5;1.8;
CHI;Del Beshore;23;69;4.1;21.5;3.1;0.3;
KCK;Gus Gerard;26;23;10.9;6.9;2.2;1.7;
SEA;Wally Walker;25;83;10.6;8.6;1.2;0.3;
WSB;Dave Corzine;23;80;16.4;9.7;0.5;2;
POR;Calvin Natt;23;80;12.1;11.5;1.4;0.9;
DET;Ron Lee;27;30;5.9;26.5;4.7;0.8;
NYK;Mike Glenn;24;1;4.5;14.6;2;0.5;
PHI;Lionel Hollins;26;91;4.6;19.4;2.7;0.6;
IND;George McGinnis;29;67;15.7;19.1;1.9;0.4;
SAS;John Shumate;27;42;14.7;8.4;1.3;2;
UTA;Paul Dawkins;22;44;9.4;14.8;2.1;0.7;
UTA;Mack Calvin;32;42;6.4;24;1.7;0;
NJN;John Williamson;28;97;3.6;18.6;1.5;0.6;
MIL;Bob Lanier;31;31;13.2;11.5;2.3;2.2;
NJN;Robert Smith;24;51;5.4;16.1;1.4;0.3;
SEA;James Bailey;22;17;14.3;5.3;1.4;4.1;
NJN;Bob Elliott;24;59;13.3;10;1.8;1.1;
PHO;Joel Kramer;24;57;11.7;13;1.7;0.4;
GSW;Darnell Hillman;30;32;14;8.6;1.4;2;
NJN;Maurice Lucas;27;30;15.5;16.9;1.2;2.1;
BOS;Jeff Judkins;23;36;5.4;9.9;2;0.4;
NYK;Earl Monroe;35;87;3.1;15;1.5;0.3;
SAS;Wiley Peck;22;96;15.6;6.1;1.2;1.9;
WSB;John Williamson;28;38;3.7;10;0.8;0.9;
LAL;Don Ford;27;23;9.2;7.2;0.9;1.3;
SDC;Stan Pietkiewicz;23;21;4.2;22.2;2.1;0.4;
CHI;Dennis Awtrey;31;71;11.5;9;1;1.5;
